Ed1,Ed2
4.695852329166564e-32,4.695852329166564e-32
1.7349725208564275e-05,1.7349725208564275e-05
8.754553145670627e-05,8.754553145670627e-05
0.00023533671501567172,0.00023533671501567172
0.0004637399730405886,0.0004637399730405886
0.0007513635451208663,0.0007513635451208663
0.001058273810745542,0.001058273810745542
0.0013381215394204398,0.0013381215394204398
0.0015524755170522066,0.0015524755170522066
0.0016827657024511052,0.0016827657024511052
0.001736072108918361,0.001736072108918361
0.0017429558682038565,0.0017429558682038565
0.001748017571308337,0.001748017571308337
0.0017961237379783802,0.0017961237379783802
0.0019185760638284904,0.0019185760638284904
0.002123502333827996,0.002123502333827996
0.0023934297454145386,0.0023934297454145386
0.0026907697302958004,0.0026907697302958004
0.0029695038446896516,0.0029695038446896516
0.003189436935270794,0.003189436935270794
0.003328607580438115,0.003328607580438115
0.0033900266339853555,0.0033900266339853555
0.0034006787494519617,0.0034006787494519617
0.003403116142647054,0.003403116142647054
0.0034422667549761847,0.0034422667549761847
0.0035515454557817033,0.0035515454557817033
0.003742656322637612,0.003742656322637612
0.004002012330546502,0.004002012330546502
0.004294977820118464,0.004294977820118464
0.004576597445673926,0.004576597445673926
0.004805478931814502,0.004805478931814502
0.004956534047298542,0.004956534047298542
0.005028645565405313,0.005028645565405313
0.005044918810008224,0.005044918810008224
0.005045452529601247,0.005045452529601247
0.005074890734212913,0.005074890734212913
0.005168617742558149,0.005168617742558149
0.005341865090466642,0.005341865090466642
0.0055850872318903635,0.0055850872318903635
0.005867013815465824,0.005867013815465824
0.006144410292439669,0.006144410292439669
0.006375508416653411,0.006375508416653411
0.006532943289801402,0.006532943289801402
0.0066121982338624204,0.0066121982338624204
0.006632959477119182,0.006632959477119182
0.006632981136268514,0.006632981136268514
0.006656376905648129,0.006656376905648129
0.006739972052461172,0.006739972052461172
0.006901937671296523,0.006901937671296523
0.0071362126224180054,0.0071362126224180054
0.007414420820320652,0.007414420820320652
0.00769467120114368,0.00769467120114368
0.007934502070034603,0.007934502070034603
0.008103966096982794,0.008103966096982794
0.00819474919174099,0.00819474919174099
0.008222768969591959,0.008222768969591959
0.0082231900781152,0.0082231900781152
0.008239498716872897,0.008239498716872897
0.008310040718803077,0.008310040718803077
0.008456192369540075,0.008456192369540075
0.008675812208390763,0.008675812208390763
0.008943980716628594,0.008943980716628594
0.009220776927609756,0.009220776927609756
0.009463667415096988,0.009463667415096988
0.009640665309466596,0.009640665309466596
0.00974019058589379,0.00974019058589379
0.009774594366689702,0.009774594366689702
0.009776276772899193,0.009776276772899193
0.009787620413658452,0.009787620413658452
0.009847866641695752,0.009847866641695752
0.009980999040685076,0.009980999040685076
0.010188374761264465,0.010188374761264465
0.01044836762192845,0.01044836762192845
0.010723109342683222,0.010723109342683222
0.010970228181426272,0.010970228181426272
0.01115594343688051,0.01115594343688051
0.01126546693825257,0.01126546693825257
0.011307506005154885,0.011307506005154885
0.01131149860327727,0.01131149860327727
0.011318452410214171,0.011318452410214171
0.01136823942067521,0.01136823942067521
0.011487282257211425,0.011487282257211425
0.011680433737506971,0.011680433737506971
0.011929549484832463,0.011929549484832463
0.012199171576027783,0.012199171576027783
0.012447545440928676,0.012447545440928676
0.01263954937717571,0.01263954937717571
0.012757532300151636,0.012757532300151636
0.012806728499075711,0.012806728499075711
0.012813578682498949,0.012813578682498949
0.012817501542940885,0.012817501542940885
0.012858677528619765,0.012858677528619765
0.012965629414374376,0.012965629414374376
0.013146440621756829,0.013146440621756829
0.01338631292259442,0.01338631292259442
0.01365219907746994,0.01365219907746994
0.013903058473899917,0.013903058473899917
0.014102549026170797,0.014102549026170797
0.014230234353995461,0.014230234353995461
0.014287841860938797,0.014287841860938797
0.014298655969641938,0.014298655969641938
0.014300255101296786,0.014300255101296786
0.014332700741362576,0.014332700741362576
0.014425888162594318,0.014425888162594318
0.014590364710839375,0.014590364710839375
0.014814210519340086,0.014814210519340086
0.015066899260418267,0.015066899260418267
0.015308920583353473,0.015308920583353473
0.015504545325631669,0.015504545325631669
0.015632553238026835,0.015632553238026835
0.015692644282634994,0.015692644282634994
0.015705476324598965,0.015705476324598965
0.01570622461452984,0.01570622461452984
0.01573366878480735,0.01573366878480735
0.01581819996071887,0.01581819996071887
0.01597245303088215,0.01597245303088215
0.016187450681844063,0.016187450681844063
0.016435437177367746,0.016435437177367746
0.016678498924754027,0.016678498924754027
0.01688029837954452,0.01688029837954452
0.01701728580767179,0.01701728580767179
0.017085927321710263,0.017085927321710263
0.017103728144574386,0.017103728144574386
0.0171037577262846,0.0171037577262846
0.01712438313999175,0.01712438313999175
0.017197399407385613,0.017197399407385613
0.01733822886818269,0.01733822886818269
0.01754121179266897,0.01754121179266897
0.01778142600846103,0.01778142600846103
0.018022454128986884,0.018022454128986884
0.018227679714997464,0.018227679714997464
0.018371610788983035,0.018371610788983035
0.018447729022781977,0.018447729022781977
0.018470458385058272,0.018470458385058272
0.018470651165139105,0.018470651165139105
0.018486009187438514,0.018486009187438514
0.018549414829558682,0.018549414829558682
0.018678779610032076,0.018678779610032076
0.0188715505749842,0.0188715505749842
0.01910555421616311,0.01910555421616311
0.01934589840753443,0.01934589840753443
0.01955578227556216,0.01955578227556216
0.019707867777485805,0.019707867777485805
0.01979268216842441,0.01979268216842441
0.019821482701015126,0.019821482701015126
0.01982270998850326,0.01982270998850326
0.019833145604333684,0.019833145604333684
0.019886525473403072,0.019886525473403072
0.02000313026759637,0.02000313026759637
0.020183564282995756,0.020183564282995756
0.02040863441357493,0.02040863441357493
0.02064534771449795,0.02064534771449795
0.02085714928215386,0.02085714928215386
0.0210152431121994,0.0210152431121994
0.021107475208860776,0.021107475208860776
0.021142046598996194,0.021142046598996194
0.021144924074191173,0.021144924074191173
0.021151767516215066,0.021151767516215066
0.0211968847530604,0.0211968847530604
0.021302633923013136,0.021302633923013136
0.02147254727208777,0.02147254727208777
0.021690289970484413,0.021690289970484413
0.021924757255281764,0.021924757255281764
0.022139720793983443,0.022139720793983443
0.022305027709235908,0.022305027709235908
0.022405889097378565,0.022405889097378565
0.0224473947324204,0.0224473947324204
0.02245287422961231,0.02245287422961231
0.022456629252756412,0.022456629252756412
0.022493300914329807,0.022493300914329807
0.02258716720316995,0.02258716720316995
0.022744677311548674,0.022744677311548674
0.022952524047984278,0.022952524047984278
0.023181820575338512,0.023181820575338512
0.023397081134546516,0.023397081134546516
0.023567213815734057,0.023567213815734057
0.023675122125222714,0.023675122125222714
0.02372295003417081,0.02372295003417081
0.023731372646559643,0.023731372646559643
0.02373315642250969,0.02373315642250969
0.023763000510182604,0.023763000510182604
0.023846809065616616,0.023846809065616616
0.023993710512602778,0.023993710512602778
0.024193282309497584,0.024193282309497584
0.02441882284675358,0.02441882284675358
0.024635641875676118,0.024635641875676118
0.024811793503909604,0.024811793503909604
0.02492792859224909,0.02492792859224909
0.024983227302428235,0.024983227302428235
0.02499558976039714,0.02499558976039714
0.024996044342359386,0.024996044342359386
0.02501911908599517,0.02501911908599517
0.02509216276287267,0.02509216276287267
0.025226919576310514,0.025226919576310514
0.02541595344898859,0.02541595344898859
0.02563501126196833,0.02563501126196833
0.025850576280399298,0.025850576280399298
0.026030259970339788,0.026030259970339788
0.026152817086756458,0.026152817086756458
0.02621468490886319,0.02621468490886319
0.02623103761838465,0.02623103761838465
0.026231046159906294,0.026231046159906294
0.026248824641139448,0.026248824641139448
